Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,2D boundary of,achieves_planned_objective,adjacent to,alternative term,antisymmetric property,bearer of,BFO CLIF specification label,BFO OWL specification label,bound_to,concretizes,contains process,Contributor,Coverage,Creator,curator note,Date,definition,definition source,denotes,derives from,derives into,Description,disposition of,editor note,editor preferred term~editor preferred label,elucidation,example of usage,expand assertion to,expand expression to,FGED alternative term,first order logic expression,Format,function of,has 2D boundary,has associated axiom(fol),has associated axiom(nl),has axiom label,has category label,has coordinate unit label,has curation status,has disposition,has disposition to bind,has function,has grain,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has measurement datum,has measurement unit label,has measurement value,has member,has obsolescence reason,has organization member,has part,has participant,has performer,has quality,has role,has specified numeric value,has specified value,has time stamp,has value specification,has x coordinate value,has y coordinate value,has z coordinate value,has_feature_value,has_specified_input,has_specified_output,has_supplier,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#minQualifiedCardinality,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/page,IEDB alternative term,immediately preceded by,immediately precedes,imported from,in branch,inheres in,is about,is allocated id range,is concretized as,is denotator type,is duration of,is grain of,is member of organization,is quality measured as,is quality measurement of,is quality specification of,is_manufactured_by,is_proxy_for,is_specified_input_of,is_specified_output_of,is_supported_by_data,ISA alternative term,label,Language,located in,location of,member of,mentions,NIAID GSCID-BRC alternative term,objective_achieved_by,OBO foundry unique label,obsolete_describes,obsolete_has_function,obsolete_has_quality,obsolete_has_role,obsolete_is_concretization_of,obsolete_is_concretized_as,obsolete_is_described_by,obsolete_is_realized_by,obsolete_materially denotes,obsolete_realizes,obsolete_represents,obsolete_results_from,obsolete_specifically denotes,obsoleted_has_specified_input_information,obsoleted_has_specified_output_information,obsoleted_is_device_for,obsoleted_is_reagent_in,obsoleted_is_specified_information_intput_of,obsoleted_is_specified_information_output_of,obsoleted_utilizes_device,obsoleted_utilizes_reagent,occurs in,ontology term requester,part of,participates in,preceded by,precedes,process is result of,provides_service_consumer_with,Publisher,quality is specified as,quality of,realized in,realizes,Relation,Resource Identifier,Resource Type,retired from use as of,Rights Management,role of,shorthand,Source,specifies value of,starts,Subject and Keywords,supplies,surrounded by,temporal interpretation,temporal relation,term editor,term replaced by,term tracker item,Title
http://purl.obolibrary.org/obo/OBI_0002074,in vitro assay measuring T cell epitope specific suppression,suppression|in vitro assay,T cell epitope dependent biological activity assay that detects suppression of an in vitro response.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0002055,,,,,,,,,,,,,,,,,T cell epitope dependent biological activity assay that detects suppression of an in vitro response.,IEDB,,,,,,,in vitro assay measuring T cell epitope specific suppression,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0002074,,,,,,,,,,,,suppression|in vitro assay,,,,,,,,,,,,,,,,,,,,,,in vitro assay measuring T cell epitope specific suppression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERSON:Randi Vita, James Overton, Bjoern Peters",,,
http://purl.obolibrary.org/obo/OBI_0001048,digital camera,,"An image acquisition device that takes video or still photographs, or both, digitally by recording images via an electronic image sensor.",FALSE,,,http://purl.obolibrary.org/obo/OBI_0000398,,,,,,,,,,,,,,,,,"An image acquisition device that takes video or still photographs, or both, digitally by recording images via an electronic image sensor.",http://en.wikipedia.org/wiki/Digital_camera,,,,,,,digital camera,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,http://purl.obolibrary.org/obo/OBI_0000397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,digital camera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Erik Segerdell,,,
http://purl.obolibrary.org/obo/OBI_0001810,biological activity assay measuring epitope specific granulysin release by T cells,granulysin release|biological activity,A T cell epitope specific cytotoxic T cell degranulation assay that detects granulysin release by T cells.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0001269,,,,,,,,,,,,,,,,,A T cell epitope specific cytotoxic T cell degranulation assay that detects granulysin release by T cells.,IEDB,,,,,,,biological activity assay measuring epitope specific granulysin release by T cells,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001810,,,,,,,,,,,,granulysin release|biological activity,,,,,,,,,,,,,,,,,,,,,,biological activity assay measuring epitope specific granulysin release by T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IEDB,,,
http://purl.obolibrary.org/obo/OBI_0001037,obsolete_specimen fixation function,,"A specimen 
fixation function is a function that holds or fastens an entity in a fixed position.|duplicate term",TRUE,,,http://www.geneontology.org/formats/oboInOwl#ObsoleteClass,,,,,,,,,,,,,,,,,"A specimen 
fixation function is a function that holds or fastens an entity in a fixed position.",,,,,,,,obsolete_specimen fixation function,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,,OBI:0001037,,,,,,duplicate term,,,,,,,,,,,,,,,,,,,,,,,,,,,,obsolete_specimen fixation function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAGLE-I,,,
http://purl.obolibrary.org/obo/GO_0032632,interleukin-3 production,,"The appearance of interleukin-3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.",FALSE,,,http://purl.obolibrary.org/obo/GO_0001816,,,,,,,,,,,,,,,,,"The appearance of interleukin-3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels.",,,,,,,,interleukin-3 production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0032632,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,interleukin-3 production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001386,epitope specific monocyte chemotactic protein-1 production by T cells,,A process of monocyte chemotactic protein-1 production by T cells resulting from the recognition of a T cell epitope.,FALSE,,,http://purl.obolibrary.org/obo/GO_0071605|http://purl.obolibrary.org/obo/OBI_0001193,,,,,,,,,,,,,,,Date: 2011-04-01; Spreadsheet: All AssayTypes.xls; Worksheet: E specific Template; Mapping: e_specific_mappings.owl,,A process of monocyte chemotactic protein-1 production by T cells resulting from the recognition of a T cell epitope.,IEDB (QTT),,,,,,,epitope specific monocyte chemotactic protein-1 production by T cells,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,epitope specific monocyte chemotactic protein-1 production by T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters",,,
http://purl.obolibrary.org/obo/OBI_0400015,BioSorter2000,,"A BioSorter2000 is a sorter manufactured by Union Biometrica. It includes analog electronics, 488/514 nm multi-line Argon-ion laser for fluorescence and a light stabilized 670 nm forward scatter laser for extinction and time-of-flight. It has filters and PMTs for 3 fluorescent parameters and photodiodes for scatter, time of flight, and extinction. The flow cell is quartz cuvette. The BioSorterTM 2000 is an instrument for analyzing and sorting objects from 500 microns to 1.5 millimeters in diameter.",FALSE,,,http://purl.obolibrary.org/obo/OBI_0400099,,,,,,,,,,,,,,,,,"A BioSorter2000 is a sorter manufactured by Union Biometrica. It includes analog electronics, 488/514 nm multi-line Argon-ion laser for fluorescence and a light stabilized 670 nm forward scatter laser for extinction and time-of-flight. It has filters and PMTs for 3 fluorescent parameters and photodiodes for scatter, time of flight, and extinction. The flow cell is quartz cuvette. The BioSorterTM 2000 is an instrument for analyzing and sorting objects from 500 microns to 1.5 millimeters in diameter.",http://www.unionbio.com/products/BioSorter.html,,,,,,,BioSorter2000,,BioSorter 2000 at TSRI Flow Cytometry Core Facility,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BioSorter2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Quinn,,,
http://purl.obolibrary.org/obo/OBI_0400026,CyFlow Space,,"A CyFlow_Space is a flow_cytometer_sorter manufactured by Partec. Its specs are: 8optical parameters, 6 colours:FSC, SSC, FL1-FL6 , 3laser light sources: 200mW@488nm blue solid state laser 25mW@635nm red diode laser 50mW@405nm violet or 8mW@375nm ultraviolet diode laser _ultracompact desktop high end instrument. Parallel 16bit digital pulse processing. The CyFlow Space is a 6-Colour FCM System and Cell Sorter for Clinical Routine and Research.",FALSE,,,http://purl.obolibrary.org/obo/OBI_0400099,,,,,,,,,,,,,,,,,"A CyFlow_Space is a flow_cytometer_sorter manufactured by Partec. Its specs are: 8optical parameters, 6 colours:FSC, SSC, FL1-FL6 , 3laser light sources: 200mW@488nm blue solid state laser 25mW@635nm red diode laser 50mW@405nm violet or 8mW@375nm ultraviolet diode laser _ultracompact desktop high end instrument. Parallel 16bit digital pulse processing. The CyFlow Space is a 6-Colour FCM System and Cell Sorter for Clinical Routine and Research.",http://www.partec.de/products/cyflowspace.html,,,,,,,CyFlow Space,,CyFlow Space at TSRI Flow Cytometry Core Facility,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CyFlow Space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Quinn,,,
http://purl.obolibrary.org/obo/OBI_0001397,cytometric bead array assay measuring epitope specific granulocyte colony stimulating factor production by T cells,G-CSF release|cytometric bead array,An assay of epitope specific granulocyte colony stimulating factor production by T cells that uses a cytometric bead array assay.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0001600,,,,,,,,,,,,,,,,,An assay of epitope specific granulocyte colony stimulating factor production by T cells that uses a cytometric bead array assay.,IEDB,,,,,,,cytometric bead array assay measuring epitope specific granulocyte colony stimulating factor production by T cells,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001397,,,,,,,,,,,,G-CSF release|cytometric bead array,,,,,,,,,,,,,,,,,,,,,,cytometric bead array assay measuring epitope specific granulocyte colony stimulating factor production by T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters",,,
http://purl.obolibrary.org/obo/OBI_1110152,ELISA measuring epitope specific interleukin-2 production by T cells,IL-2 release|ELISA,An assay of epitope specific interleukin-2 production by T cells that uses an ELISA.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0001445,,,,,,,,,,,,,,,,,An assay of epitope specific interleukin-2 production by T cells that uses an ELISA.,IEDB,,,,,,,ELISA measuring epitope specific interleukin-2 production by T cells,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:1110152,,,,,,,,,,,,IL-2 release|ELISA,,,,,,,,,,,,,,,,,,,,,,ELISA measuring epitope specific interleukin-2 production by T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters",,,
http://purl.obolibrary.org/obo/OBI_0200049,Benjamini and Yekutieli false discovery rate correction method,,A data transformation in which the Benjamini and Yekutieli method is applied with the aim of correcting false discovery rate,FALSE,,,http://purl.obolibrary.org/obo/OBI_0200163,,http://purl.obolibrary.org/obo/OBI_0000791,,,,,,,,,,,,,,,A data transformation in which the Benjamini and Yekutieli method is applied with the aim of correcting false discovery rate,Helen Parkinson,,,,,,"2011-03-31: [PRS]. 
specified input and output of dt which were missing",Benjamini and Yekutieli false discovery rate correction method,,"The expression set was compared univariately between the stroke patients and controls, gene list was generated using False Discovery Rate correction (Benjamini and Yekutieli)",,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000175,http://purl.obolibrary.org/obo/OBI_0000662|http://purl.obolibrary.org/obo/OBI_0001442,,,OBI:0200049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benjamini and Yekutieli false discovery rate correction method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe Rocca-Serra|Helen Parkinson,,,
http://purl.obolibrary.org/obo/GO_0043316,cytotoxic T cell degranulation,,The regulated exocytosis of secretory granules containing preformed mediators such as perforin and granzymes by a cytotoxic T cell.,FALSE,,,http://purl.obolibrary.org/obo/GO_0001906,,,,,,,,,,,,,,,,,The regulated exocytosis of secretory granules containing preformed mediators such as perforin and granzymes by a cytotoxic T cell.,,,,,,,,cytotoxic T cell degranulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0043316,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,cytotoxic T cell degranulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000498,NMR tube washing system,,An automatic cleaning system for NMR tubes that removes previous probe and sample residues in order to allow for tube recycling.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0000968,,,,,,,,,,,,,,,NMR instrument,,An automatic cleaning system for NMR tubes that removes previous probe and sample residues in order to allow for tube recycling.,http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400204|GROUP:<http://msi-ontology.sourceforge.net>,,,,,,,NMR tube washing system,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NMR tube washing system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,
http://purl.obolibrary.org/obo/IAO_0000323,author contributions section,author contributions|contributions by the authors,A part of a publication that is about the specific contributions of each author,FALSE,,,http://purl.obolibrary.org/obo/IAO_0000314,,,,author contributions|contributions by the authors,,,,,,,,,,,,,A part of a publication that is about the specific contributions of each author,,,,,,,,author contributions section,,"LH conceived of the hypothesis, designed the study and contributed to the writing of the manuscript.  KBC executed the experiments, analyzed the data, and contributed to the writing of the manuscript.",,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:0000323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,author contributions section,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Lawrence Hunter,,,
http://purl.obolibrary.org/obo/OBI_0000685,creating a mixture of molecules in solution,,is a process with the objective to prepare a liquid solution of one or more chemicals at desired concentrations.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0000652,,http://purl.obolibrary.org/obo/OBI_0000686|http://purl.obolibrary.org/obo/OBI_0000456,,,,,,,,,,,,,,,is a process with the objective to prepare a liquid solution of one or more chemicals at desired concentrations.,PERSON: Helen Parkinson,,,,,,,creating a mixture of molecules in solution,,The production of PBS,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,http://purl.obolibrary.org/obo/OBI_0302729,,,OBI:0000685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,creating a mixture of molecules in solution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bjoern Peters,,,
http://purl.obolibrary.org/obo/CL_0000767,basophil,,"Any of the immature or mature forms of a granular leukocyte that in its mature form has an irregularly shaped, pale-staining nucleus that is partially constricted into two lobes, and with cytoplasm that contains coarse, bluish-black granules of variable size. Basophils contain vasoactive amines such as histamine and serotonin, which are released on appropriate stimulation. A basophil is CD123-positive, CD193-positive, CD203c-positive, and FceRIa-positive.",FALSE,,,http://purl.obolibrary.org/obo/CL_0000000,,,,,,,,,,,,,,,,,"Any of the immature or mature forms of a granular leukocyte that in its mature form has an irregularly shaped, pale-staining nucleus that is partially constricted into two lobes, and with cytoplasm that contains coarse, bluish-black granules of variable size. Basophils contain vasoactive amines such as histamine and serotonin, which are released on appropriate stimulation. A basophil is CD123-positive, CD193-positive, CD203c-positive, and FceRIa-positive.",,,,,,,,basophil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL:0000767,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/cl.owl,,,,,,,,,,,,,,,,,,,basophil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000696,AB SOLiD System,,is a DNA sequencer which is manufactured by Applied Biosystems and which enable DNA sequencing by ligation,FALSE,,,http://purl.obolibrary.org/obo/OBI_0400103,,,,,,,,,,,,,,,,,is a DNA sequencer which is manufactured by Applied Biosystems and which enable DNA sequencing by ligation,Applied Biosystems,,,,,,,AB SOLiD System,,"PMID: 19336255. RNA-Seq-quantitative measurement of expression through massively parallel RNA-sequencing. Wilhelm BT, Landry JR. Methods. 2009 Jul;48(3):249-57.",,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AB SOLiD System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippe Rocca-Serra,,,
http://purl.obolibrary.org/obo/IAO_0000059,obsolete2_report figure,,"A report figure is a report display element that has some aspect of illustration, but may be a composite of figures, images, and other elements",TRUE,,,http://www.geneontology.org/formats/oboInOwl#ObsoleteClass,,,,,,,,,,,,,,,,,"A report figure is a report display element that has some aspect of illustration, but may be a composite of figures, images, and other elements",group:OBI|OBI_0000027,,,,,,"Replaced by defined version of figure|I prepended the 'report ' to make it clear that we mean parts of reports here. We may want a more generic version of 'figure', in which case this would become a defined class - figure and part_of some report",report figure,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000124,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000103,,,,,,,,,,,,,,,,,,,IAO:0000059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obsolete2_report figure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person:Alan Ruttenberg|person:Allyson Lister,,,
http://purl.obolibrary.org/obo/OBI_0001235,transcription profiling by tiling array assay,,An assay in which the transcriptome of a biological sample is analysed using a tiling path array.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0000424,,http://purl.obolibrary.org/obo/OBI_0001331,,,,,,,,,,,,,,,An assay in which the transcriptome of a biological sample is analysed using a tiling path array.,EFO_0002769 transcription profiling by tiling array,,,,,,,transcription profiling by tiling array assay,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001307,,,,,,,,,,,,,,,,OBI:0001235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transcription profiling by tiling array assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person: James Malone,,,
http://purl.obolibrary.org/obo/OBI_0001789,intracellular cytokine staining assay measuring epitope specific RANTES production by T cells,CCL5/RANTES release|ICS,An assay of epitope specific RANTES production by T cells that uses an intracellular cytokine staining assay.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0001232,,,,,,,,,,,,,,,,,An assay of epitope specific RANTES production by T cells that uses an intracellular cytokine staining assay.,IEDB,,,,,,,intracellular cytokine staining assay measuring epitope specific RANTES production by T cells,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001789,,,,,,,,,,,,CCL5/RANTES release|ICS,,,,,,,,,,,,,,,,,,,,,,intracellular cytokine staining assay measuring epitope specific RANTES production by T cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters",,,
http://purl.obolibrary.org/obo/OBI_0001282,translation profiling assay,,"An assay in which surface-bound, translationally competent ribosome complexes are used to generate a translation profile for mRNA, which mRNA may be a single molecular species, or a combination of species, including complex mixtures such as those found in the set of mRNAs isolated from a cell or tissue. One or more components of the surface-bound ribosome complex may be labeled at specific positions to permit analysis of multiple or single molecules for determination of ribosomal conformational changes and translation kinetics. Translation profiles are used as the basis for comparison of an mRNA or set of mRNA species. The translation profile can be used to determine such characteristics as kinetics of initiation, kinetic of elongation, identity of the polypeptide product, and the like. Analysis of translation profiles may be used to determine differential gene expression, optimization of mRNA sequences for expression, screening drug candidates for an effect on translation.",FALSE,,,http://purl.obolibrary.org/obo/OBI_0000443,,http://purl.obolibrary.org/obo/OBI_0000131,,,,,,,,,,,,,,,"An assay in which surface-bound, translationally competent ribosome complexes are used to generate a translation profile for mRNA, which mRNA may be a single molecular species, or a combination of species, including complex mixtures such as those found in the set of mRNAs isolated from a cell or tissue. One or more components of the surface-bound ribosome complex may be labeled at specific positions to permit analysis of multiple or single molecules for determination of ribosomal conformational changes and translation kinetics. Translation profiles are used as the basis for comparison of an mRNA or set of mRNA species. The translation profile can be used to determine such characteristics as kinetics of initiation, kinetic of elongation, identity of the polypeptide product, and the like. Analysis of translation profiles may be used to determine differential gene expression, optimization of mRNA sequences for expression, screening drug candidates for an effect on translation.",EFO_0001033 translation profiling,,,,,,,translation profiling assay,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,translation profiling assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: James Malone,,,
http://purl.obolibrary.org/obo/NCBITaxon_4932,Saccharomyces cerevisiae,yeast|lager beer yeast|brewer's yeast|baker's yeast,,FALSE,,,http://purl.obolibrary.org/obo/NCBITaxon_716545,,,,yeast|lager beer yeast|brewer's yeast|baker's yeast,,,,,,,,,,,,,,,,,,,,,Saccharomyces cerevisiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:4932,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,Saccharomyces cerevisiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001071,programmable array microscope,,A confocal microscope that uses a programmable spatial light modulator for generating an arbitrary pattern of conjugate illumination and detection apertures.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0001079,,,,,,,,,,,,,,,,,A confocal microscope that uses a programmable spatial light modulator for generating an arbitrary pattern of conjugate illumination and detection apertures.,"Verveer et al, Journal of Microscopy, vol. 189, pt. 3, pp. 192-8",,,,,,,programmable array microscope,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,http://purl.obolibrary.org/obo/OBI_0000453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,programmable array microscope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Erik Segerdell,,,
http://purl.obolibrary.org/obo/OBI_0200072,curve fitting data transformation,,A curve fitting is a data transformation that has objective curve fitting and that consists of finding a curve which matches a series of data points and possibly other constraints.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0200000,,,,,,,,,,,,,,,,,A curve fitting is a data transformation that has objective curve fitting and that consists of finding a curve which matches a series of data points and possibly other constraints.,WEB: http://en.wikipedia.org/wiki/Curve_fitting,,,,,,,curve fitting data transformation,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0200072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,curve fitting data transformation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Malone|Elisabetta Manduchi|Melanie Courtot,,,
http://purl.obolibrary.org/obo/OBI_0002087,containing a specimen function,,A contain function that involves physical contact with a specimen. This function is typically performed in such a way that the specimen is usable for an investigation or assay.,FALSE,,,http://purl.obolibrary.org/obo/OBI_0000370,,,,,,,,,,,,,,,,,A contain function that involves physical contact with a specimen. This function is typically performed in such a way that the specimen is usable for an investigation or assay.,"Duke Biobank, OBIB",,,,,,For details see tracker item: http://sourceforge.net/p/obi/obi-terms/792/,containing a specimen function,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0002087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,containing a specimen function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biobank,,,,,,,,Chris Stoeckert,,,
