Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves_objective,achieves_planned_objective,adjacent_to,age_at_time_of_sampling,agent_in,alternative term,antibody_produced_by,antisymmetric property,author_of,bearer_of,construct_backbone,contact_email,contained_in,contains,contributor,creator,curator note,database_cross_reference,date/time,definition,definition,definition source,DeprecatedProperty,derived_into,derives from (ro),derives_from_cell_line,derives_from_material_anatomical_entity,derives_from_organism,derives_from_organism_or_virus,derives_from_specimen,description,develops into,editor note,editor preferred term,example of usage,expand assertion to,expand expression to,expressed_in_organism,expresses_construct,first order logic expression,first_name,funded_by,funds,gene_cross_reactivity,has curation status,has grain,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has input,has obsolescence reason,has output,has_accession_number,has_affected_gene_entrez_id,has_affiliation,has_agent,has_alternative_id,has_antibody_registry_ID,has_antibody_target,has_application_toward,has_author,has_bacterial_host_strain,has_biosafety_level,has_CAS_number,has_catalog_number,has_clone_ID,has_co-developed_line,has_conjugate,has_contact,has_derived_specimen,has_diagnosis,has_diagnosis_description,has_director,has_documentation,has_eligibility_requirment,has_end_date,has_entrez_gene_id,has_expertise,has_format,has_function,has_gene_symbol,has_geographic_restriction,has_immunogenic_material,has_improper_part,has_InChI_key,has_infectious_history,has_input_type,has_insert_size,has_integral_part,has_inventory_number,has_IUPAC_name,has_lot_number,has_mammalian_phenotype,has_manufacturer,has_molecular_weight,has_narrow_synonym,has_obo_namespace,has_organization_member,has_output_type,has_parental_strain_name,has_part,has_participant,has_pathological_stage,has_phase,has_phenotype,has_phenotype_anatomical_entity,has_phenotype_annotation,has_phenotype_biological_process,has_phenotype_quality,has_phenotypic_sex,has_PI,has_potency,has_preparation_technique,has_producer_cell_type,has_producer_strain,has_proper_part,has_PubChem_CID,has_PubMed_ID,has_purity_grade,has_related_synonym,has_relationship_to_proband,has_residency_requirement,has_restriction,has_role,has_selectable_marker,has_sequence,has_sequence_alteration,has_software_license,has_source,has_specified_input,has_specified_output,has_start_date,has_study_population,has_tag,has_topic,has_uniPROT_ID,has_url,has_viability,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://eagle-i.org/ont/app/1.0/inPropertyGroup,http://eagle-i.org/ont/app/1.0/preferredDefinition,http://eagle-i.org/ont/app/1.0/preferredLabel,http://purl.obolibrary.org/obo/ERO_0002026,http://purl.obolibrary.org/obo/RO_0001900,http://purl.org/net/OCRe/statistics.owl#curator,http://purl.org/net/OCRe/study_protocol.owl#develop_comment,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#bottomObjectProperty,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,http://www.w3.org/2004/02/skos/core#notation,human_study_performed_by,implements,imported from,improper_part_of,in branch,in_subset,infects_target_organism,inheres in,integral_part_of,is denotator type,is_contact_for,is_director_of,is_encoded_in,is_manufactured_by,is_matching_specimen,is_member_of_organization,is_member_of_resource_collection,is_performed_by,is_PI_of,is_realized_by,is_specified_output_of,lab_data_format,lab_delivery_address,last_name,library_count,located_in,location of,mailing_address,matching_specimen,member of,model_number,model_of,objective_achieved_by,objective_achieved_by_operation,OBO foundry unique label,obsolete_is_member_of_family,obsolete_production_funded_by,obsolete_relationship_to_proband,occurs_in,operating_system,organism_generated_from_construct,originates_from_country,output_of,part_of,participates in,participates_in_human_study,performs,performs_human_study,phone_number,preceded_by,precedes,produced_by,produces,proper_part_of,provides_access_to,provides_service,realizes,realizes_protocol,recognizes_protein_uniprot_ID,recognizes_species,related_biological_specimen,related_cell_line,related_immunotechnique,related_research_project,related_technique,related_viral_construct,related_virus,relationship,role_of,scope note,service_provided_by,species_non_reactivity,specifies_the_use_of,target_modification,target_subregion,term editor,term replaced by,title,title (dce),transformation_of,transformed_into,used_by,used_to_generate_organism,used_to_study,uses,uses_software,version
http://purl.obolibrary.org/obo/ERO_0100170,nucleic acid sequence classification objective,,,false,,,http://purl.obolibrary.org/obo/ERO_0100169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0100170,,,,,,,,,,,,,,,,,nucleic acid sequence classification objective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000650,cryoablation,Cryosurgery|Cryodestruction|Cryocautery,A material processing technique that uses extreme cold (cryo) to remove tissue (ablation).,false,,,http://purl.obolibrary.org/obo/OBI_0000094,,,,,,Cryosurgery|Cryodestruction|Cryocautery,,,,,,,,,,,,,,A material processing technique that uses extreme cold (cryo) to remove tissue (ablation).,,http://en.wikipedia.org/wiki/Cryoablation,,,,,,,,,,,,,Warts are removed by cryoablation.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000650,,,,,,,,,,,,,,,,,cryoablation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001707,biospecimen preparation,,A technique used to prepare a biospecimen for use or storage.,false,,,http://purl.obolibrary.org/obo/ERO_0000007,,,,,,,,,,,,,,,,,,,,A technique used to prepare a biospecimen for use or storage.,,PERSON:Melissa Haendel,,,,,,,,,,,,,Formalin fixation of a zebrafish embryo for immunostaining assays.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001707,,,,,,,,,,,,,,,,,biospecimen preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Melissa Haendel,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001718,antibody optimization,,A technique used to determine the optimal conditions for use of an antibody reagent in a particular assay.,false,,,http://purl.obolibrary.org/obo/ERO_0000007,,,,,,,,,,,,,,,,,,,,A technique used to determine the optimal conditions for use of an antibody reagent in a particular assay.,,PERSON: Nicole Vasilevsky,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001718,,,,,,,,,,,,,,,,,antibody optimization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000032,scalar measurement datum,,"a scalar measurement datum is a measurement datum that is composed of two parts, numerals and a unit label.",false,,,http://purl.obolibrary.org/obo/IAO_0000109,,,,,,,,,,,,,,,,,,,,"a scalar measurement datum is a measurement datum that is composed of two parts, numerals and a unit label.",,,,,,,,,,,,,"Would write this as: has_part some 'measurement unit label' and has_part some numeral and has_part exactly 2, except for the fact that this won't let us take advantage of OWL reasoning over the numbers. Instead use has measurment value property to represent the same. Use has measurement unit label (subproperty of has_part) so we can easily say that there is only one of them.|2009-03-16: we decided to keep datum singular in scalar measurement datum, as in
this case we explicitly refer to the singular form",,10 feet. 3 ml.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:0000032,,,,,,,,,,,,,,,,,scalar measurement datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Alan Ruttenberg|PERSON: Melanie Courtot,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001416,decontamination chamber ,,"An instrument designed to eliminate unwanted, poisonous or otherwise harmful substances, such as contaminants, noxious chemicals or radioactive material.",false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,"An instrument designed to eliminate unwanted, poisonous or otherwise harmful substances, such as contaminants, noxious chemicals or radioactive material.",,http://www.thefreedictionary.com/decontamination,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001416,,,,,,,,,,,,,,,,,decontamination chamber ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001120,portable fluorometer,,A compact fluorometer that can be carried or moved with ease.,false,,,http://purl.obolibrary.org/obo/OBI_0400143,,,,,,,,,,,,,,,,,,,,A compact fluorometer that can be carried or moved with ease.,,PERSON: Erik Segerdell,,,,,,,,,,,,portable fluorometer,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001120,,,,,,,,,,,,,,,,,portable fluorometer,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Erik Segerdell,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0400107,computer,,"A computer is an instrument which manipulates (stores, retrieves, and processes) data according to a list of instructions.",false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,"A computer is an instrument which manipulates (stores, retrieves, and processes) data according to a list of instructions.",,http://en.wikipedia.org/wiki/Computer,,,,,,,,,,,,computer,"Apple PowerBook, Dell OptiPlex",,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400107,,,,,,,,,,,,,,,,,computer,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie Courtot|Trish Whetzel,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0001131,slide warmer,,A device that is used to heat microscope slides.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,A device that is used to heat microscope slides.,,PERSON: Erik Segerdell,,,,,,,,,,,,slide warmer,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0000371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0001131,,,,,,,,,,,,,,,,,slide warmer,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Erik Segerdell,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001405,laryngograph,,Voice recording equipment used for recording the larynx movements in speech.,false,,,http://purl.obolibrary.org/obo/ERO_0001104,,,,,,,,,,,,,,,,,,,,Voice recording equipment used for recording the larynx movements in speech.,,http://www.thefreedictionary.com/Laryngograph,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001405,,,,,,,,,,,,,,,,,laryngograph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000545,column compartment,,"For chromatography analyses, the ability to maintain a stable column environment regardless of ambient temperature fluctuations is critical for maintaining retention time precision. In order to ensure such stable conditions at different chromatography steps a column compartment can be installed that ensures e.g. stable temperature of the column in a given step.",false,,,http://purl.obolibrary.org/obo/OBI_0000048,,,,,,,,,,,,,,,,,,,,"For chromatography analyses, the ability to maintain a stable column environment regardless of ambient temperature fluctuations is critical for maintaining retention time precision. In order to ensure such stable conditions at different chromatography steps a column compartment can be installed that ensures e.g. stable temperature of the column in a given step.",,GROUP:<http://msi-ontology.sourceforge.net>|http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01068,,,,,,,,,,,,column compartment,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000545,,,,,,,,,,,,,,,,,column compartment,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_5878,Ciliophora,Ciliata|ciliates,,false,,,http://purl.obolibrary.org/obo/ERO_0000985,,,,,,Ciliata|ciliates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:5878,,,,,,,,,,,,,,,,,Ciliophora,,,,,,,,http://purl.obolibrary.org/obo/ncbitaxon.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000808,microbalance,,A microbalance is an instrument capable of making precise measurements of weight of objects of relatively small mass: of the order of a million parts of a gram.,false,,,http://purl.obolibrary.org/obo/OBI_0001135,,,,,,,,,,,,,,,,,,,,A microbalance is an instrument capable of making precise measurements of weight of objects of relatively small mass: of the order of a million parts of a gram.,,http://en.wikipedia.org/wiki/Microbalance,,,,,,,,,,,,,An instrument used to weigh small quantities of a substance.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000808,,,,,,,,,,,,,,,,,microbalance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0400118,vortexer,vortex_mixer,A vortexer is an instrument that mixes small vials of liquid by creating a rotation of the liquid around its own center. It consists of an electric motor with the drive shaft oriented vertically and attached to a cupped rubber piece mounted slightly off-center. As the motor runs the rubber piece oscillates rapidly in a circular motion. When a test tube or other appropriate container is pressed into the rubber cup (or touched to its edge) the motion is transmitted to the liquid inside and a vortex is created.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,vortex_mixer,,,,,,,,,,,,,,A vortexer is an instrument that mixes small vials of liquid by creating a rotation of the liquid around its own center. It consists of an electric motor with the drive shaft oriented vertically and attached to a cupped rubber piece mounted slightly off-center. As the motor runs the rubber piece oscillates rapidly in a circular motion. When a test tube or other appropriate container is pressed into the rubber cup (or touched to its edge) the motion is transmitted to the liquid inside and a vortex is created.,,http://en.wikipedia.org/wiki/Vortex_mixer,,,,,,,,,,,,vortexer,VWR  Genie 2,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0400118,,,,,,,,,,,,,,,,,vortexer,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melanie Courtot|Trish Whetzel,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000819,ultracentrifuge,,"A centrifuge optimized for spinning a rotor at very high speeds, capable of generating acceleration as high as 1,000,000 g (9,800 km/s²).",false,,,http://purl.obolibrary.org/obo/OBI_0400106,,,,,,,,,,,,,,,,,,,,"A centrifuge optimized for spinning a rotor at very high speeds, capable of generating acceleration as high as 1,000,000 g (9,800 km/s²).",,http://en.wikipedia.org/wiki/Ultracentrifuge,,,,,,,,,,,,,Used in subcellular fractionation.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000819,,,,,,,,,,,,,,,,,ultracentrifuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001754,zero maze,,"An elevated plus maze that lacks a center square, used to measure animal behavior in the time spent in open and closed spaces. ",false,,,http://purl.obolibrary.org/obo/ERO_0001753,,,,,,,,,,,,,,,,,,,,"An elevated plus maze that lacks a center square, used to measure animal behavior in the time spent in open and closed spaces. ",,http://www.noldus.com/animal-behavior-research/solutions/research-small-lab-animals/zero-maze-set,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001754,,,,,,,,,,,,,,,,,zero maze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000523,magic angle spinning rotor,MAS rotor,A rotor device that holds the NMR sample and enables the adjustment of the orientation of the rotation axis for a sample in a NMR instrument in the magic angle.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,MAS rotor,,,,,,,,,,,NMR instrument,,,A rotor device that holds the NMR sample and enables the adjustment of the orientation of the rotation axis for a sample in a NMR instrument in the magic angle.,,WEB:<http://www.freepatentsonline.com/4352066.html>|http://msi-ontology.sourceforge.net/ontology/NMR.owl#msi_400130,,,,,,,,,,,,magic angle spinning rotor,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000523,,,,,,,,,,,,,,,,,magic angle spinning rotor,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0001765,anthropometric analysis,,"A physiological assay of the human body that uses such tools as body mass index, basal metabolic rate, bioelectrical impedance, and dual energy x-ray absorptiometry, along with measurements of skinfold thickness and arm muscle circumference, to assess the structure, form, and composition of the body for purposes of comparison.",false,,,http://purl.obolibrary.org/obo/ERO_0001292,,,,,,,,,,,,,,,,,,,,"A physiological assay of the human body that uses such tools as body mass index, basal metabolic rate, bioelectrical impedance, and dual energy x-ray absorptiometry, along with measurements of skinfold thickness and arm muscle circumference, to assess the structure, form, and composition of the body for purposes of comparison.",,http://www.answers.com/topic/anthropometric-analysis,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0001765,,,,,,,,,,,,,,,,,anthropometric analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0002005,mesenchymal stem cell line,,A stem cell line comprised of mesenchymal stem cells isolated from a primary bone marrow cell culture.,false,,,http://purl.obolibrary.org/obo/ERO_0002003,,,,,,,,,,,,,,,,,,,,A stem cell line comprised of mesenchymal stem cells isolated from a primary bone marrow cell culture.,,PERSON:Matthew Brush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0002005,,,,,,,,,,,,,,,,,mesenchymal stem cell line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Matthew Brush,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0000877,blood analyzer,,A measurement device that tests a blood sample for certain predetermined constituents.,false,,,http://purl.obolibrary.org/obo/ERO_0000004,,,,,,,,,,,,,,,,,,,,A measurement device that tests a blood sample for certain predetermined constituents.,,http://www.nasa.gov/mission_pages/station/science/experiments/PCBA.html,,,,,,,,,,,,,A hematology analyzer.,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ERO:0000877,,,,,,,,,,,,,,,,,blood analyzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON: Nicole Vasilevsky,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000581,y-column connector,,"A column connector that connects one column on one side with two columns at the other side, hence building a Y shaped structure.",false,,,http://purl.obolibrary.org/obo/OBI_0000478,,,,,,,,,,,,,,,,,,,,"A column connector that connects one column on one side with two columns at the other side, hence building a Y shaped structure.",,http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01237|GROUP:<http://msi-ontology.sourceforge.net>,,,,,,,,,,,,y-column connector,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000581,,,,,,,,,,,,,,,,,y-column connector,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,,,,,,,,,
http://purl.obolibrary.org/obo/OBI_0000592,chromatography detector filter,,An optical filter that is used to obtain monochromatic light of a defined wavelength from detector lamps.,false,,,http://purl.obolibrary.org/obo/OBI_0000601,,,,,,,,,,,,,,,,,,,,An optical filter that is used to obtain monochromatic light of a defined wavelength from detector lamps.,,http://msi-ontology.sourceforge.net/ontology/CHROM.owl#msi_01121|GROUP:<http://msi-ontology.sourceforge.net>,,,,,,,,,,,,chromatography detector filter,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI:0000592,,,,,,,,,,,,,,,,,chromatography detector filter,,,,,,,,http://purl.obolibrary.org/obo/obi.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Daniel Schober,,,,,,,,,,,
http://purl.obolibrary.org/obo/ERO_0002016,whole genome sequencing,complete genome sequencing|whole genome sequence analysis|entire genome sequencing|full genome sequencing,"A genotyping assay that determines the complete DNA sequence of a cell or organism's genome at a single time.|Includes chromosomal and mitochondiral genomes, and chloroplast genomes in plants.",false,,,http://purl.obolibrary.org/obo/ERO_0001286,,,,,,complete genome sequencing|whole genome sequence analysis|entire genome sequencing|full genome sequencing,,,,,,,,,,,,,,A genotyping assay that determines the complete DNA sequence of a cell or organism's genome at a single time.,,http://en.wikipedia.org/wiki/Whole_genome_sequencing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/OBI_0001305,,,,,,,,,ERO:0002016,,,,,,,,,,,,,,,"Includes chromosomal and mitochondiral genomes, and chloroplast genomes in plants.",,whole genome sequencing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PERSON:Matthew Brush,,,,,,,,,,,
